,diseases,Symptom_labels
319,actinic keratosis,"abnormal appearing skin, symptoms of the face"
320,actinic keratosis,"abnormal appearing skin, skin moles, symptoms of the face, skin irritation"
321,actinic keratosis,"skin swelling, abnormal appearing skin, skin lesion, skin moles, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin irritation"
322,actinic keratosis,"skin moles, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation"
323,actinic keratosis,"abnormal appearing skin, irregular appearing scalp, symptoms of the face, skin irritation"
324,actinic keratosis,"skin swelling, skin lesion, skin growth, skin dryness, peeling, scaliness, or roughness, skin rash"
325,actinic keratosis,"skin swelling, symptoms of the face, itching of skin, skin irritation, skin rash"
326,actinic keratosis,"skin lesion, skin growth, irregular appearing scalp, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash"
327,actinic keratosis,"irregular appearing scalp, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin rash"
328,actinic keratosis,"abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, skin moles, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness"
329,actinic keratosis,"skin swelling, abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, symptoms of the face"
330,actinic keratosis,"skin lesion, skin growth, skin moles, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness, skin rash"
331,actinic keratosis,"abnormal appearing skin, skin lesion, skin growth, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash"
332,actinic keratosis,"skin swelling, abnormal appearing skin, irregular appearing scalp, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin rash"
333,actinic keratosis,"skin growth, irregular appearing scalp, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation"
334,actinic keratosis,"skin lesion, irregular appearing scalp, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash"
335,actinic keratosis,"skin swelling, skin lesion, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash"
336,actinic keratosis,"skin swelling, abnormal appearing skin, skin lesion, skin growth, symptoms of the face, itching of skin"
337,actinic keratosis,"abnormal appearing skin, irregular appearing scalp, symptoms of the face"
338,actinic keratosis,"skin swelling, irregular appearing scalp, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation"
339,actinic keratosis,"skin swelling, abnormal appearing skin, skin moles, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin rash"
340,actinic keratosis,"abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, skin moles, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash"
341,actinic keratosis,"abnormal appearing skin, skin growth, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin rash"
342,actinic keratosis,"skin swelling, abnormal appearing skin, skin lesion, symptoms of the face, skin irritation"
343,actinic keratosis,"skin swelling, abnormal appearing skin, skin moles, symptoms of the face, skin rash"
344,actinic keratosis,"skin swelling, skin lesion, irregular appearing scalp, skin moles, itching of skin, skin irritation, skin rash"
345,actinic keratosis,"abnormal appearing skin, skin growth, symptoms of the face, skin dryness, peeling, scaliness, or roughness, skin irritation"
346,actinic keratosis,"skin swelling, skin lesion, symptoms of the face, skin dryness, peeling, scaliness, or roughness"
347,actinic keratosis,"skin swelling, skin lesion, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness"
348,actinic keratosis,"skin swelling, abnormal appearing skin, irregular appearing scalp, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness"
349,actinic keratosis,"abnormal appearing skin, skin lesion, irregular appearing scalp, skin moles, skin irritation"
350,acute bronchiolitis,"cough, nasal congestion, vomiting, wheezing, decreased appetite, pulling at ears, hurts to breath"
351,acute bronchiolitis,"shortness of breath, decreased appetite, fever, coryza, pulling at ears"
352,acute bronchiolitis,"shortness of breath, cough, nasal congestion, irritable infant, vomiting, decreased appetite, fever, difficulty breathing, coryza, pulling at ears"
353,acute bronchiolitis,"shortness of breath, irritable infant, wheezing, fever, difficulty breathing, hurts to breath"
354,acute bronchiolitis,"shortness of breath, cough, vomiting, wheezing, difficulty breathing, coryza, pulling at ears"
355,acute bronchiolitis,"irritable infant, wheezing, decreased appetite, fever, difficulty breathing, coryza, pulling at ears"
356,acute bronchiolitis,"vomiting, wheezing, difficulty breathing, pulling at ears"
357,acute bronchiolitis,"cough, nasal congestion, irritable infant, vomiting, wheezing, decreased appetite, fever, coryza, pulling at ears, hurts to breath"
358,acute bronchiolitis,"shortness of breath, cough, irritable infant, pulling at ears"
359,acute bronchiolitis,"shortness of breath, irritable infant, wheezing, decreased appetite, pulling at ears, hurts to breath"
360,acute bronchiolitis,"cough, nasal congestion, irritable infant, vomiting, wheezing, decreased appetite, difficulty breathing"
361,acute bronchiolitis,"nasal congestion, irritable infant, difficulty breathing, coryza, pulling at ears, hurts to breath"
362,acute bronchiolitis,"vomiting, fever, difficulty breathing, coryza, pulling at ears, hurts to breath"
363,acute bronchiolitis,"cough, nasal congestion, vomiting, fever, pulling at ears, hurts to breath"
364,acute bronchiolitis,"cough, vomiting, wheezing, decreased appetite, fever, difficulty breathing, coryza, pulling at ears, hurts to breath"
365,acute bronchiolitis,"shortness of breath, nasal congestion, vomiting, decreased appetite, fever, hurts to breath"
366,acute bronchiolitis,"shortness of breath, cough, nasal congestion, irritable infant, vomiting, decreased appetite, coryza, pulling at ears"
367,acute bronchiolitis,"shortness of breath, cough, nasal congestion, irritable infant, vomiting, wheezing, coryza"
368,acute bronchiolitis,"shortness of breath, cough, vomiting, decreased appetite, difficulty breathing, coryza, pulling at ears, hurts to breath"
369,acute bronchiolitis,"nasal congestion, irritable infant, wheezing, decreased appetite, fever, difficulty breathing, pulling at ears, hurts to breath"
370,acute bronchiolitis,"shortness of breath, cough, wheezing, decreased appetite, difficulty breathing, coryza, pulling at ears"
371,acute bronchiolitis,"shortness of breath, nasal congestion, vomiting, wheezing, decreased appetite, fever, difficulty breathing, pulling at ears"
372,acute bronchiolitis,"irritable infant, wheezing, fever, coryza, pulling at ears"
373,acute bronchiolitis,"shortness of breath, irritable infant, decreased appetite, difficulty breathing"
374,acute bronchiolitis,"shortness of breath, cough, nasal congestion, irritable infant, vomiting, wheezing, difficulty breathing, coryza, pulling at ears"
375,acute bronchiolitis,"shortness of breath, cough, nasal congestion, vomiting, decreased appetite, pulling at ears"
376,acute bronchiolitis,"shortness of breath, nasal congestion, wheezing, fever, coryza, hurts to breath"
377,acute bronchiolitis,"cough, nasal congestion, irritable infant, wheezing, coryza, hurts to breath"
378,acute bronchiolitis,"nasal congestion, irritable infant, wheezing, fever"
379,acute bronchiolitis,"shortness of breath, nasal congestion, vomiting, pulling at ears, hurts to breath"
380,acute bronchiolitis,"nasal congestion, vomiting, fever, difficulty breathing"
381,acute bronchiolitis,"cough, vomiting, decreased appetite"
382,acute bronchiolitis,"shortness of breath, nasal congestion, wheezing, fever"
383,acute bronchiolitis,"shortness of breath, nasal congestion, irritable infant, wheezing, fever, coryza, pulling at ears, hurts to breath"
384,acute bronchiolitis,"cough, irritable infant, wheezing, decreased appetite, fever, difficulty breathing, coryza, hurts to breath"
385,acute bronchiolitis,"vomiting, decreased appetite, coryza, pulling at ears, hurts to breath"
386,acute bronchiolitis,"nasal congestion, vomiting, wheezing, fever, hurts to breath"
387,acute bronchiolitis,"shortness of breath, cough, vomiting, wheezing, decreased appetite, fever, difficulty breathing, coryza, pulling at ears, hurts to breath"
388,acute bronchiolitis,"wheezing, decreased appetite, fever, difficulty breathing"
389,acute bronchiolitis,"cough, nasal congestion, irritable infant, vomiting, difficulty breathing, pulling at ears"
390,acute bronchiolitis,"shortness of breath, cough, nasal congestion, irritable infant, vomiting, wheezing, decreased appetite, coryza"
391,acute bronchiolitis,"shortness of breath, nasal congestion, vomiting, decreased appetite, fever, difficulty breathing"
392,acute bronchiolitis,"cough, nasal congestion, wheezing, fever, difficulty breathing, coryza, pulling at ears"
393,acute bronchiolitis,"cough, nasal congestion, vomiting, decreased appetite, fever, hurts to breath"
394,acute bronchiolitis,"cough, irritable infant, wheezing, coryza, hurts to breath"
395,acute bronchiolitis,"shortness of breath, irritable infant, vomiting"
396,acute bronchiolitis,"shortness of breath, cough, irritable infant, vomiting"
397,acute bronchiolitis,"shortness of breath, irritable infant, fever, difficulty breathing, coryza"
398,acute bronchiolitis,"cough, irritable infant, vomiting, wheezing, decreased appetite, fever"
399,acute bronchiolitis,"shortness of breath, cough, irritable infant, wheezing, decreased appetite, coryza"
400,acute bronchitis,"shortness of breath, sharp chest pain, wheezing, difficulty breathing, congestion in chest"
401,acute bronchitis,"sore throat, cough, nasal congestion, headache, wheezing, fever, difficulty breathing, coughing up sputum, coryza"
402,acute bronchitis,"cough, wheezing, difficulty breathing, coughing up sputum"
403,acute bronchitis,"shortness of breath, sharp chest pain, sore throat, cough, fever, coughing up sputum"
404,acute bronchitis,"sore throat, nasal congestion, headache, difficulty breathing, coughing up sputum, congestion in chest"
405,acute bronchitis,"sharp chest pain, sore throat, cough, headache, wheezing, coughing up sputum"
406,acute bronchitis,"shortness of breath, cough, nasal congestion, headache, wheezing, fever, difficulty breathing, coryza"
407,acute bronchitis,"shortness of breath, headache, coryza, congestion in chest"
408,acute bronchitis,"shortness of breath, sore throat, cough, nasal congestion, congestion in chest"
409,acute bronchitis,"shortness of breath, sharp chest pain, nasal congestion, headache, wheezing, fever, difficulty breathing, coughing up sputum, coryza, congestion in chest"
410,acute bronchitis,"sore throat, nasal congestion, headache, difficulty breathing, congestion in chest"
411,acute bronchitis,"shortness of breath, sharp chest pain, sore throat, nasal congestion, headache, fever, difficulty breathing"
412,acute bronchitis,"fever, difficulty breathing, congestion in chest"
413,acute bronchitis,"shortness of breath, sore throat, headache, wheezing, difficulty breathing, coughing up sputum, coryza, congestion in chest"
414,acute bronchitis,"shortness of breath, sharp chest pain, sore throat, cough, wheezing, fever, coughing up sputum, coryza"
415,acute bronchitis,"shortness of breath, sharp chest pain, sore throat, cough, headache, wheezing, fever, coughing up sputum, congestion in chest"
416,acute bronchitis,"sharp chest pain, headache, wheezing, fever, coughing up sputum, congestion in chest"
417,acute bronchitis,"shortness of breath, sharp chest pain, sore throat, nasal congestion, headache, fever, difficulty breathing, coughing up sputum, coryza, congestion in chest"
